Complaint,DateOccur,Crime,Description,ILEADSAddress,ILEADSStreet,Generic Crime,Latitude,Longitude
20-056337,11/21/2020 8:00,115100,FRAUD-STEALING BY DECEIT/OVER $150                ,4928,LINDENWOOD,Fraud,38.5942809,-90.2939794
20-052984,11/21/2020 18:00,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1706,WASHINGTON AVE,Burglary,38.6424083,-90.2384205
20-054478,11/21/2020 22:18,69702,LARCENY-ALL OTHER UNDER $500                      ,1111,WILMINGTON AVE,Larceny,38.567094,-90.2587106
20-052949,11/22/2020 2:15,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,999,N 2ND ST,Drug Possession,38.6561584,-90.1911125
20-053114,11/22/2020 5:29,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4001,FAIR,Weapons Offense,38.6270025,-90.1994042
20-056215,11/22/2020 12:03,264100,HEALTH-SANITATION VIOL                            ,443,20TH,Other Crime,38.6270025,-90.1994042
20-056441,11/22/2020 16:00,264100,HEALTH-SANITATION VIOL                            ,3865,FAIRVIEW,Other Crime,38.6392561,-90.2924443
20-053030,11/22/2020 18:43,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",nan,HORSESHOE LAKE RD / RT 162,Other Crime,38.5660876,-90.2695681
20-053452,11/22/2020 19:01,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5748,COTE BRILLIANTE,Weapons Offense,38.6518211,-90.2299866
20-053119,11/22/2020 19:03,52212,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,4175,CHIPPEWA ST,Burglary,38.5907427,-90.2668441
20-053447,11/22/2020 19:13,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,1617,BURD,Weapons Offense,38.671211,-90.2731458
20-053057,11/22/2020 22:30,38112,ROBBERY CARJACKING /FIREARM USED/ATTEMPT          ,nan,N 18TH ST / OLIVE ST,Armed Robbery,38.6313988,-90.205697
20-058651,11/23/2020 0:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,2233,WASHINGTON,Motor Vehicle Theft,38.6487895,-90.3107962
20-054775,11/23/2020 0:01,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3973,MERAMEC ST,Motor Vehicle Theft,38.5830706,-90.2485453
20-053118,11/23/2020 1:17,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4123,SAN FRANCISCO,Weapons Offense,38.6752839,-90.2446483
20-058179,11/23/2020 10:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,nan,,Larceny,38.6270025,-90.1994042
20-054181,11/23/2020 12:00,69702,LARCENY-ALL OTHER UNDER $500                      ,3917,BATES ST,Larceny,38.5702252,-90.2575722
20-055135,11/23/2020 13:00,115400,STLG BY DECEIT/IDENTITY THEFT REPORT              ,5523,GRANT,Other Crime,38.6270025,-90.1994042
20-053144,11/23/2020 13:20,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4371,MARYLAND AVE,Other Crime,38.6433268,-90.2547169
20-053142,11/23/2020 13:57,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1523,S 10TH ST,Destruction of Property,38.6128182,-90.2020996
20-056532,11/23/2020 15:00,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,3738,OLIVE,Burglary,38.6270025,-90.1994042
20-053415,11/23/2020 15:48,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2865,UNION,Weapons Offense,38.6270025,-90.1994042
20-054697,11/23/2020 16:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4719,WASHINGTON AVE,Motor Vehicle Theft,38.6424083,-90.2384205
20-053455,11/23/2020 17:37,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2809,HAMILTON,Weapons Offense,38.6270025,-90.1994042
20-053418,11/23/2020 17:45,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2524,GROVER,Weapons Offense,38.6270025,-90.1994042
20-058247,11/23/2020 18:30,69702,LARCENY-ALL OTHER UNDER $500                      ,3643,WINNEBAGO,Larceny,38.6270025,-90.1994042
20-055550,11/23/2020 19:11,121000,EMBEZZLEMENT-VALUE OVER $150                      ,493,CHRISTY,Other Crime,38.5705003,-90.2778777
20-056768,11/23/2020 22:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3901,KINGSHIGHWAY,Larceny,38.6688592,-90.2570703
20-053286,11/24/2020 1:10,183250,DRUGS-SALE/COCAINE                                ,1906,UNION BLVD,Other Drug Offense,38.6717171,-90.263532
20-055497,11/24/2020 7:00,21000,RAPE -- FORCIBLE                                  ,3,13TH,Rape,38.6270025,-90.1994042
20-054737,11/24/2020 8:48,115100,FRAUD-STEALING BY DECEIT/OVER $150                ,1,CLARK AVE,Fraud,38.6280697,-90.2138456
20-053254,11/24/2020 9:15,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4325,DRYDEN CT,Other Crime,38.68216,-90.2297207
20-054763,11/24/2020 10:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,101,ST CHARLES ST,Larceny,38.6319053,-90.2002988
20-053277,11/24/2020 12:05,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,4738,BESSIE CT,Weapons Offense,38.6795178,-90.2403035
20-053319,11/24/2020 16:43,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4549,CARTER AVE,Other Crime,38.6748026,-90.2258925
20-055270,11/24/2020 20:30,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1447,14TH,Burglary,38.6270025,-90.1994042
20-055909,11/24/2020 21:00,72130,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,8645,BROADWAY,Motor Vehicle Theft,38.5431081,-90.262614
20-055283,11/24/2020 21:37,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",741,HALL,Larceny,38.6270025,-90.1994042
20-053420,11/24/2020 21:45,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4768,HAMMETT,Weapons Offense,38.6652593,-90.2540821
20-055084,11/25/2020 0:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,102,14TH,Larceny,38.6270025,-90.1994042
20-053378,11/25/2020 0:22,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,17,N KINGSHIGHWAY BLVD,Armed Robbery,38.6688592,-90.2570703
20-054385,11/25/2020 9:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4604,ANDERSON AVE,Destruction of Property,38.6793344,-90.237817
20-054884,11/25/2020 11:00,69702,LARCENY-ALL OTHER UNDER $500                      ,1929,CHIPPEWA ST,Larceny,38.5907427,-90.2668441
20-053438,11/25/2020 12:10,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",3219,PALM PL,Other Crime,38.6600487,-90.2171703
20-058275,11/25/2020 16:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,556,PERSHING,Larceny,38.6460148,-90.2605466
20-056449,11/25/2020 17:00,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",8125,,Larceny,38.6270025,-90.1994042
20-055913,11/25/2020 20:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",2744,TAMM,Larceny,38.6286189,-90.2928958
20-058732,11/25/2020 23:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,1632,13TH,Larceny,38.6270025,-90.1994042
20-055167,11/26/2020 6:35,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,1427,3RD,Larceny,38.6270025,-90.1994042
20-054207,11/26/2020 11:00,69602,"LARCENY-ALL OTHER $500 - $24,999                  ",651,MITCHELL AVE,Larceny,38.6223736,-90.3027745
20-055260,11/26/2020 11:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3526,NEBRASKA,Burglary,38.5937022,-90.2323936
20-054599,11/26/2020 12:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2615,ABBOTT PL,Burglary,38.6141562,-90.305417
20-056426,11/26/2020 17:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",4748,NEBRASKA,Larceny,38.5937022,-90.2323936
20-054988,11/26/2020 21:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",3,N 4TH ST,Larceny,38.6297352,-90.1870055
20-054855,11/27/2020 8:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1251,N 15TH ST,Motor Vehicle Theft,38.6370817,-90.1987786
20-055151,11/27/2020 8:00,112010,FRAUD-CREDIT DEVICE/OVER $150                     ,6634,,Fraud,38.6270025,-90.1994042
20-053666,11/27/2020 9:30,265321,LEAVING SCENE OF ACCIDENT                         ,647,TOWER GROVE AVE,Other Crime,38.6209428,-90.2555491
20-055604,11/27/2020 10:10,264100,HEALTH-SANITATION VIOL                            ,5327,GERALDINE,Other Crime,38.6270025,-90.1994042
20-056425,11/27/2020 12:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6227,ROSEBURY,Motor Vehicle Theft,38.6373666,-90.3042921
20-055258,11/27/2020 13:30,67701,LARCENY-FROM BUILDING UNDER $500                  ,4263,ASHLAND,Larceny,38.6710108,-90.2457429
20-053712,11/27/2020 14:36,265321,LEAVING SCENE OF ACCIDENT                         ,nan,ENRIGHT AVE / N EUCLID AVE,Other Crime,38.6523536,-90.2603978
20-053726,11/27/2020 15:00,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,nan,ALBERTA ST / S GRAND BLVD,Aggravated Assault,38.5856308,-90.2449556
20-054400,11/27/2020 16:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5052,PARKER AVE,Larceny,38.5983478,-90.268396
20-054564,11/27/2020 17:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5601,MANCHESTER AVE,Larceny,38.6227178,-90.285711
20-056596,11/27/2020 18:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4445,GRAVOIS,Larceny,38.5895694,-90.255657
20-054641,11/27/2020 18:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",276,BACON ST,Larceny,38.650809,-90.2228358
20-053742,11/27/2020 19:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,161,N KINGSHIGHWAY BLVD,Destruction of Property,38.6688592,-90.2570703
20-055004,11/27/2020 19:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,nan,GASCONADE ST / I 55 SOUTHBOUND,Larceny,38.5820451,-90.238312
20-058653,11/27/2020 20:04,115100,FRAUD-STEALING BY DECEIT/OVER $150                ,674,ALABAMA,Fraud,38.5572614,-90.2562983
20-054778,11/27/2020 21:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,15,DESTREHAN ST,Larceny,38.6601952,-90.1957965
20-053761,11/27/2020 22:00,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5714,PAGE BLVD,Other Crime,38.6592211,-90.2576872
20-058203,11/28/2020 14:00,69702,LARCENY-ALL OTHER UNDER $500                      ,4134,MICHIGAN,Larceny,38.6270025,-90.1994042
20-056326,11/28/2020 15:00,67601,"LARCENY-FROM BUILDING $500 - $24,999              ",1704,TUCKER,Larceny,38.65510889999999,-90.2207994
20-055307,11/28/2020 15:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,7818,MINNESOTA,Larceny,38.5733968,-90.2389319
20-054265,11/28/2020 16:00,66701,LARCENY-BICYCLES UNDER $500                       ,527,CLARA AVE,Larceny,38.6672263,-90.2780119
20-054216,11/28/2020 16:42,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4449,ASHLAND,Weapons Offense,38.6710108,-90.2457429
20-054422,11/28/2020 17:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,CABANNE AVE / N KINGSHIGHWAY B,Motor Vehicle Theft,38.6579463,-90.2765841
20-053859,11/28/2020 17:15,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5935,DELMAR BLVD,Simple Assault,38.6513457,-90.2605364
20-053859,11/28/2020 17:15,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5935,DELMAR BLVD,Simple Assault,38.6513457,-90.2605364
20-053843,11/28/2020 17:26,265321,LEAVING SCENE OF ACCIDENT                         ,nan,DELMAR BLVD / N SKINKER BLVD,Other Crime,38.6513457,-90.2605364
20-053853,11/28/2020 20:00,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",1065,HODIAMONT AVE,Other Crime,38.6706972,-90.2885183
20-054429,11/28/2020 20:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,6115,WATERMAN BLVD,Larceny,38.6496384,-90.2827587
20-054208,11/28/2020 20:15,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5897,KENNERLY,Weapons Offense,38.6605183,-90.2375957
20-054212,11/28/2020 20:28,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,1975,BURD,Weapons Offense,38.671211,-90.2731458
20-054225,11/28/2020 22:39,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4524,HARRIS,Weapons Offense,38.6270025,-90.1994042
20-054745,11/28/2020 23:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,nan,N 8TH ST / WASHINGTON AVE,Motor Vehicle Theft,38.6306789,-90.1915723
20-053925,11/29/2020 11:30,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,nan,CLARA AVE / PAGE BLVD,Weapons Offense,38.66499,-90.2796679
20-053928,11/29/2020 12:00,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4979,NATURAL BRIDGE AVE,Other Crime,38.6729704,-90.2438021
20-055129,11/29/2020 14:22,63701,LARCENY-SHOPLIFT UNDER $500                       ,932,LOUGHBOROUGH,Larceny,38.561416,-90.2657746
20-056229,11/29/2020 15:05,264100,HEALTH-SANITATION VIOL                            ,5309,GERALDINE,Other Crime,38.6270025,-90.1994042
20-053948,11/29/2020 15:16,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,19,WITHNELL AVE,Other Crime,38.5951108,-90.2180888
20-056231,11/29/2020 15:31,264100,HEALTH-SANITATION VIOL                            ,5309,GERALDINE,Other Crime,38.6270025,-90.1994042
20-054401,11/29/2020 16:00,69702,LARCENY-ALL OTHER UNDER $500                      ,903,BELLERIVE BLVD,Larceny,38.5646508,-90.249466
20-056232,11/29/2020 16:15,264100,HEALTH-SANITATION VIOL                            ,5309,GERALDINE,Other Crime,38.6270025,-90.1994042
20-054167,11/29/2020 18:00,69702,LARCENY-ALL OTHER UNDER $500                      ,5893,RHODES AVE,Larceny,38.5797558,-90.3010563
20-055131,11/29/2020 19:23,63701,LARCENY-SHOPLIFT UNDER $500                       ,932,LOUGHBOROUGH,Larceny,38.561416,-90.2657746
20-054774,11/29/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3654,OREGON AVE,Larceny,38.5921991,-90.2315476
20-054224,11/29/2020 20:34,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4301,HARRIS,Weapons Offense,38.6270025,-90.1994042
20-058675,11/30/2020 0:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,352,CHOUTEAU,Larceny,38.6237125,-90.2257213
20-054153,11/30/2020 0:29,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,nan,BATES ST / GRAVOIS AVE,Other Crime,38.5778644,-90.2720578
20-056418,11/30/2020 9:00,264100,HEALTH-SANITATION VIOL                            ,4623,MINNESOTA,Other Crime,38.5733968,-90.2389319
20-054412,11/30/2020 10:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,5928,FERRIS AVE,Larceny,38.6881443,-90.2724986
20-054045,11/30/2020 10:30,69702,LARCENY-ALL OTHER UNDER $500                      ,1314,GRAVOIS AVE,Larceny,38.5895694,-90.255657
20-054342,11/30/2020 11:00,115100,FRAUD-STEALING BY DECEIT/OVER $150                ,529,CHESTNUT ST,Fraud,38.628813,-90.2013043
20-054056,11/30/2020 11:38,63701,LARCENY-SHOPLIFT UNDER $500                       ,343,S GRAND BLVD,Larceny,38.598089,-90.2429759
20-054055,11/30/2020 11:55,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5847,WOODLAND,Weapons Offense,38.6270025,-90.1994042
20-054286,11/30/2020 12:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4635,RIDGEWOOD AVE,Larceny,38.5878772,-90.2708735
20-054070,11/30/2020 13:30,265321,LEAVING SCENE OF ACCIDENT                         ,3225,HAMPTON AVE,Other Crime,38.5989644,-90.2924434
20-054076,11/30/2020 13:50,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",nan,RIVERVIEW BLVD / STRATFORD AVE,Other Crime,38.6959177,-90.261869
20-054075,11/30/2020 13:55,265321,LEAVING SCENE OF ACCIDENT                         ,nan,S COMPTON AVE / SIDNEY ST,Other Crime,38.60722,-90.2342816
20-054601,11/30/2020 14:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,901,HALL ST,Destruction of Property,38.6913871,-90.2119174
20-054163,11/30/2020 14:00,67701,LARCENY-FROM BUILDING UNDER $500                  ,707,N 2ND ST,Larceny,38.6561584,-90.1911125
20-054095,11/30/2020 14:56,41201,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE      ,nan,EICHELBERGER ST / ULENA AVE,Aggravated Assault,38.57390729999999,-90.2592842
20-054173,11/30/2020 15:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3638,SHENANDOAH AVE,Larceny,38.6090139,-90.2339175
20-055787,11/30/2020 15:00,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,5233,GRAND,Motor Vehicle Theft,38.598089,-90.2429759
20-054150,11/30/2020 15:00,92000,SIMPLE ASSAULT-HARRASSMENT                        ,525,HIGHLAND AVE,Simple Assault,38.6679707,-90.2575983
20-054174,11/30/2020 16:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4931,OLEATHA AVE,Larceny,38.5966666,-90.2835009
20-056990,11/30/2020 16:30,264100,HEALTH-SANITATION VIOL                            ,4657,LEE,Other Crime,38.6270025,-90.1994042
20-054626,11/30/2020 17:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,6666,BERTHOLD AVE,Larceny,38.6294347,-90.286852
20-054406,11/30/2020 17:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,8,ARLINGTON AVE,Larceny,38.6778848,-90.2631373
20-054198,11/30/2020 17:38,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,524,LOUIS,Weapons Offense,38.6546572,-90.2537968
20-054171,11/30/2020 18:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4629,LEONA ST,Motor Vehicle Theft,38.5678739,-90.2697687
20-054923,11/30/2020 18:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,532,BRANNON AVE,Larceny,38.5952357,-90.2787225
20-054374,11/30/2020 18:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,275,UNION BLVD,Larceny,38.6717171,-90.263532
20-054200,11/30/2020 18:01,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5561,ASHLAND,Weapons Offense,38.6710108,-90.2457429
20-054165,11/30/2020 18:30,65711,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,3539,BINGHAM AVE,Larceny,38.585015,-90.2558133
20-054191,11/30/2020 18:35,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4901,LEXINGTON,Weapons Offense,38.6270025,-90.1994042
20-054246,11/30/2020 18:58,185000,DRUGS-OBTAIN BY FRAUD/FORGERY                     ,4365,CHIPPEWA ST,Other Drug Offense,38.5907427,-90.2668441
20-054462,11/30/2020 19:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,4467,GIBSON AVE,Larceny,38.5708214,-90.2348675
20-054238,11/30/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,3417,GRAND FOREST DR,Larceny,38.6338338,-90.2333949
20-054221,11/30/2020 20:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,4324,COTTAGE AVE,Larceny,38.6592696,-90.2371845
20-054161,11/30/2020 20:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",701,N SPRING AVE,Larceny,38.6497886,-90.227243
20-054341,11/30/2020 20:00,51212,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED       ,5201,PAGE BLVD,Burglary,38.6592211,-90.2576872
20-054140,11/30/2020 20:00,265321,LEAVING SCENE OF ACCIDENT                         ,nan,GERMANIA ST / GRAVOIS AVE,Other Crime,38.5642775,-90.2941845
20-054151,11/30/2020 20:30,64701,LARCENY-FROM MTR VEH UNDER $500                   ,nan,BARNES JEWISH HOSPITAL PLZ / S,Larceny,38.6349538,-90.2648869
20-054194,11/30/2020 20:45,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,5109,NORTHLAND,Weapons Offense,38.6692546,-90.2579128
20-054279,11/30/2020 21:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,324,ALFRED AVE,Larceny,38.5988686,-90.2640776
20-054472,11/30/2020 21:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",1601,LOCUST ST,Larceny,38.6332237,-90.2094759
20-054136,11/30/2020 21:10,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",nan,GOODFELLOW BLVD / VERONICA AVE,Other Crime,38.7197788,-90.2480125
20-054243,11/30/2020 22:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",1511,LOCUST ST,Larceny,38.6332237,-90.2094759
20-054413,11/30/2020 22:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999               ",6121,NEWPORT AVE,Larceny,38.5791258,-90.2640957
20-054427,11/30/2020 22:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999              ",3407,LAFAYETTE AVE,Larceny,38.6154696,-90.226711
20-054166,11/30/2020 22:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,5502,VERMONT AVE,Burglary,38.5578312,-90.2542291
20-054738,11/30/2020 22:26,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,1641,S KINGSHIGHWAY BLVD,Motor Vehicle Theft,38.6055846,-90.2691101
20-054452,11/30/2020 22:30,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,nan,ALALBAMA AVE / VERMONT AVE,Larceny,38.5578312,-90.2542291
20-055410,12/1/2020 0:00,69702,LARCENY-ALL OTHER UNDER $500                      ,4245,,Larceny,38.6270025,-90.1994042
20-056556,12/1/2020 0:01,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,4327,GUSTINE,Burglary,38.5896328,-90.2517249
20-057194,12/1/2020 0:01,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE         ,6,,Other Crime,38.6270025,-90.1994042
20-054213,12/1/2020 0:08,52212,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,725,N 23RD ST,Burglary,38.6521346,-90.2071823
20-054230,12/1/2020 1:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,3645,LIERMANN AVE,Larceny,38.5844484,-90.2468835
20-054149,12/1/2020 1:21,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,353,MIAMI ST,Robbery,38.5927562,-90.2517375
20-054155,12/1/2020 5:47,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,nan,N 10TH ST / LOCUST ST,Larceny,38.62988989999999,-90.1942939
20-054156,12/1/2020 6:50,265321,LEAVING SCENE OF ACCIDENT                         ,nan,BAMBERGER AVE / DUNNICA AVE,Other Crime,38.5879021,-90.2498051
20-054160,12/1/2020 7:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6834,GLADES AVE,Motor Vehicle Theft,38.6219185,-90.3081327
20-054159,12/1/2020 7:28,265321,LEAVING SCENE OF ACCIDENT                         ,7212,GRAVOIS AVE,Other Crime,38.5895694,-90.255657
20-054339,12/1/2020 8:00,64701,LARCENY-FROM MTR VEH UNDER $500                   ,665,S SKINKER BLVD,Larceny,38.6387331,-90.303316
20-054187,12/1/2020 8:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4742,PENROSE ST,Destruction of Property,38.6726564,-90.2266703
20-054239,12/1/2020 8:00,65701,LARCENY-MTR VEH PARTS UNDER $500                  ,1807,GRAVOIS AVE,Larceny,38.5895694,-90.255657
02-054245,12/1/2020 8:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3026,LACLEDE,Simple Assault,38.6361116,-90.2418535
02-054245,12/1/2020 8:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3026,LACLEDE,Simple Assault,38.6361116,-90.2418535
20-054245,12/1/2020 8:30,91113,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3026,LACLEDE AVE,Simple Assault,38.6361116,-90.2418535
20-054175,12/1/2020 8:44,63701,LARCENY-SHOPLIFT UNDER $500                       ,4475,FOREST PARK AVE,Larceny,38.6360934,-90.2480285
20-054168,12/1/2020 8:55,63701,LARCENY-SHOPLIFT UNDER $500                       ,493,CHRISTY BLVD,Larceny,38.5780312,-90.2757778
20-054182,12/1/2020 9:40,67701,LARCENY-FROM BUILDING UNDER $500                  ,3274,JANUARY AVE,Larceny,38.5980215,-90.2883225
